Customer_ID,Name,Gender,Age,Tenure,MonthlyCharges,SupportCalls,Churn
1081,Customer_81,Male,43,80,1335,2,Yes
1082,Customer_82,Female,51,40,427,7,No
1083,Customer_83,Male,20,92,391,6,No
1084,Customer_84,Female,67,97,842,7,Yes
1085,Customer_85,Male,29,59,1145,6,No
1086,Customer_86,Male,18,59,1288,5,No
1087,Customer_87,Female,61,48,746,6,No
1088,Customer_88,Male,22,41,689,4,No
1089,Customer_89,Female,47,13,971,6,Yes
1090,Customer_90,Female,47,107,342,0,Yes
1091,Customer_91,Female,34,45,553,0,No
1092,Customer_92,Female,65,89,1453,8,No
1093,Customer_93,Female,64,53,1383,4,No
1094,Customer_94,Female,40,42,962,4,No
1095,Customer_95,Female,32,100,766,2,No
1096,Customer_96,Female,54,63,586,4,No
1097,Customer_97,Female,38,27,1310,2,No
1098,Customer_98,Female,31,38,1077,8,No
1099,Customer_99,Female,19,60,644,8,No
1100,Customer_100,Male,28,7,941,5,Yes
1101,Customer_101,Male,68,5,681,0,No
1102,Customer_102,Female,56,107,989,6,No
1103,Customer_103,Female,55,45,1379,6,No
1104,Customer_104,Female,51,58,756,3,No
1105,Customer_105,Female,55,115,1282,7,No
1106,Customer_106,Female,67,31,382,5,No
1107,Customer_107,Female,51,23,1422,3,Yes
1108,Customer_108,Female,35,42,448,3,Yes
1109,Customer_109,Female,47,10,1479,1,No
1110,Customer_110,Male,32,32,489,1,No
1111,Customer_111,Female,44,107,1182,3,No
1112,Customer_112,Male,68,53,562,4,No
1113,Customer_113,Female,51,30,1403,7,No
1114,Customer_114,Female,69,39,699,5,No
1115,Customer_115,Male,55,31,1063,3,No
1116,Customer_116,Female,50,82,908,6,No
1117,Customer_117,Male,41,100,1084,7,No
1118,Customer_118,Female,32,2,400,1,No
1119,Customer_119,Female,47,78,1119,6,No
1120,Customer_120,Male,59,77,1119,1,No
1121,Customer_121,Female,68,93,719,1,No
1122,Customer_122,Male,34,12,423,7,No
1123,Customer_123,Female,22,39,721,1,Yes
1124,Customer_124,Male,46,66,1386,8,No
1125,Customer_125,Male,21,96,1067,0,No
1126,Customer_126,Female,27,13,782,8,No
1127,Customer_127,Female,34,46,818,0,No
1128,Customer_128,Male,27,27,454,1,No
1129,Customer_129,Female,34,113,391,5,Yes
1130,Customer_130,Female,37,105,1281,5,No
1131,Customer_131,Female,41,17,754,0,Yes
1132,Customer_132,Male,22,104,897,6,No
1133,Customer_133,Male,51,95,809,7,No
1134,Customer_134,Male,23,98,685,1,No
1135,Customer_135,Male,70,60,704,7,No
1136,Customer_136,Male,19,64,545,8,Yes
1137,Customer_137,Male,30,88,1041,5,No
1138,Customer_138,Male,60,109,960,4,Yes
1139,Customer_139,Male,60,35,949,8,No
1140,Customer_140,Male,65,112,1200,8,Yes
1141,Customer_141,Female,28,70,364,0,No
1142,Customer_142,Male,68,83,1336,2,No
1143,Customer_143,Female,64,30,512,8,Yes
1144,Customer_144,Female,40,71,541,1,No
1145,Customer_145,Female,33,74,792,3,No
1146,Customer_146,Male,48,105,637,3,No
1147,Customer_147,Male,28,96,472,1,No
1148,Customer_148,Male,33,98,971,2,No
1149,Customer_149,Male,25,63,463,2,No
1150,Customer_150,Female,21,28,764,0,No
1151,Customer_151,Male,57,60,1294,5,No
1152,Customer_152,Male,21,79,796,7,No
1153,Customer_153,Male,42,94,999,2,No
1154,Customer_154,Male,20,37,694,4,No
1155,Customer_155,Male,49,93,1002,0,Yes
1156,Customer_156,Female,20,22,607,6,Yes
1157,Customer_157,Male,44,68,482,0,No
1158,Customer_158,Female,46,20,928,8,No
1159,Customer_159,Male,49,96,809,7,Yes
1160,Customer_160,Female,67,100,845,6,No
1161,Customer_161,Male,68,114,923,6,No
1162,Customer_162,Male,36,68,893,4,Yes
1163,Customer_163,Female,38,91,1043,4,No
1164,Customer_164,Female,22,64,853,4,No
1165,Customer_165,Female,35,17,320,0,Yes
1166,Customer_166,Male,45,12,853,7,Yes
1167,Customer_167,Female,59,22,696,0,No
1168,Customer_168,Male,39,17,924,3,No
1169,Customer_169,Male,38,10,404,8,No
1170,Customer_170,Female,23,118,491,8,No
1171,Customer_171,Female,18,65,316,4,Yes
1172,Customer_172,Male,22,22,1443,3,No
1173,Customer_173,Male,58,90,692,2,No
1174,Customer_174,Female,29,120,724,2,No
1175,Customer_175,Female,43,82,428,4,No
1176,Customer_176,Female,63,50,1453,0,No
1177,Customer_177,Male,51,14,871,4,No
1178,Customer_178,Male,66,64,328,5,Yes
1179,Customer_179,Male,31,47,1420,6,No
1180,Customer_180,Male,43,29,1333,8,No
1181,Customer_181,Male,62,76,541,2,No
1182,Customer_182,Male,44,36,531,1,Yes
1183,Customer_183,Female,26,99,1088,2,No
1184,Customer_184,Male,43,52,1014,8,No
1185,Customer_185,Male,64,76,1058,6,No
1186,Customer_186,Male,39,7,1101,8,No
1187,Customer_187,Female,64,29,1075,1,No
1188,Customer_188,Male,47,11,1025,4,No
1189,Customer_189,Male,60,33,499,3,No
1190,Customer_190,Female,65,6,1244,1,No
1191,Customer_191,Male,34,111,378,8,No
1192,Customer_192,Male,43,79,1255,8,No
1193,Customer_193,Male,53,32,1155,5,No
1194,Customer_194,Male,18,51,1496,5,No
1195,Customer_195,Male,25,75,766,7,No
1196,Customer_196,Female,66,58,880,5,No
1197,Customer_197,Female,52,87,1239,0,No
1198,Customer_198,Female,69,26,748,3,No
1199,Customer_199,Male,32,98,386,6,No
1200,Customer_200,Male,64,46,400,1,No
1201,Customer_201,Male,39,98,1331,8,No
1202,Customer_202,Female,31,29,1144,7,No
1203,Customer_203,Male,43,4,386,7,No
1204,Customer_204,Male,45,81,342,6,No
1205,Customer_205,Female,40,99,707,3,No
1206,Customer_206,Male,31,13,963,1,No
1207,Customer_207,Female,41,105,1340,2,No
1208,Customer_208,Female,19,39,447,5,Yes
1209,Customer_209,Female,62,15,576,4,Yes
1210,Customer_210,Male,43,119,531,7,No
1211,Customer_211,Male,31,29,665,5,Yes
1212,Customer_212,Male,68,29,735,5,No
1213,Customer_213,Male,24,75,698,0,No
1214,Customer_214,Male,20,116,798,3,No
1215,Customer_215,Male,64,32,839,4,No
1216,Customer_216,Male,40,2,862,2,No
1217,Customer_217,Female,63,47,741,8,No
1218,Customer_218,Male,60,78,1072,0,No
1219,Customer_219,Female,64,84,649,5,No
1220,Customer_220,Male,62,22,819,5,Yes
1221,Customer_221,Male,35,75,437,4,No
1222,Customer_222,Male,55,27,1291,4,Yes
1223,Customer_223,Female,52,67,667,4,No
1224,Customer_224,Female,68,81,659,5,No
1225,Customer_225,Female,32,108,1220,7,Yes
1226,Customer_226,Female,42,56,628,1,No
1227,Customer_227,Male,54,92,1261,5,Yes
1228,Customer_228,Female,45,93,762,0,No
1229,Customer_229,Male,27,21,1245,3,No
1230,Customer_230,Male,56,47,1262,2,No
1231,Customer_231,Female,34,80,1135,8,Yes
1232,Customer_232,Female,56,101,468,2,No
1233,Customer_233,Female,39,59,516,5,No
1234,Customer_234,Female,43,84,677,0,No
1235,Customer_235,Female,61,6,418,5,Yes
1236,Customer_236,Female,42,19,489,3,No
1237,Customer_237,Female,34,57,1066,7,No
1238,Customer_238,Female,30,69,669,8,No
1239,Customer_239,Male,37,3,448,3,No
1240,Customer_240,Female,42,1,951,5,No
1241,Customer_241,Female,21,58,1069,0,No
1242,Customer_242,Male,27,38,673,3,No
1243,Customer_243,Female,20,15,1080,6,No
1244,Customer_244,Male,58,34,459,0,No
1245,Customer_245,Male,62,61,650,7,No
1246,Customer_246,Female,35,35,1191,5,Yes
1247,Customer_247,Male,64,64,822,4,No
1248,Customer_248,Male,53,113,821,8,No
1249,Customer_249,Male,64,25,1082,1,No
1250,Customer_250,Male,39,24,572,4,No
1251,Customer_251,Female,51,12,1235,5,Yes
1252,Customer_252,Male,64,18,482,6,No
1253,Customer_253,Female,25,15,787,4,No
1254,Customer_254,Male,57,108,1145,8,Yes
1255,Customer_255,Male,66,80,423,0,No
1256,Customer_256,Male,61,27,1284,6,No
1257,Customer_257,Male,36,72,1089,6,Yes
1258,Customer_258,Female,59,60,713,3,No
1259,Customer_259,Female,58,46,1495,8,Yes
1260,Customer_260,Male,54,89,985,4,No
1261,Customer_261,Male,23,17,412,3,No
1262,Customer_262,Female,69,93,1187,6,No
1263,Customer_263,Male,43,53,421,3,No
1264,Customer_264,Male,51,8,338,2,No
1265,Customer_265,Male,62,79,796,8,Yes
1266,Customer_266,Female,23,27,1079,7,No
1267,Customer_267,Female,54,46,1242,0,No
1268,Customer_268,Female,50,50,448,6,No
1269,Customer_269,Male,70,116,1321,8,No
1270,Customer_270,Male,39,71,960,7,No
1271,Customer_271,Female,38,3,601,7,No
1272,Customer_272,Female,23,93,537,5,No
1273,Customer_273,Female,23,64,946,3,No
1274,Customer_274,Female,65,44,962,7,Yes
1275,Customer_275,Male,21,53,535,2,No
1276,Customer_276,Female,47,24,502,8,No
1277,Customer_277,Male,28,60,555,1,No
1278,Customer_278,Female,47,3,897,1,No
1279,Customer_279,Male,48,20,961,6,No
1280,Customer_280,Female,41,46,534,3,No
1281,Customer_281,Female,26,15,833,7,No
1282,Customer_282,Female,20,25,1159,8,Yes
1283,Customer_283,Female,68,94,1069,6,Yes
1284,Customer_284,Male,48,78,840,4,No
1285,Customer_285,Female,57,71,512,7,No
1286,Customer_286,Male,54,17,762,3,No
1287,Customer_287,Male,53,108,735,1,No
1288,Customer_288,Male,41,84,582,5,Yes
1289,Customer_289,Male,48,100,387,8,No
1290,Customer_290,Female,23,9,1367,0,Yes
1291,Customer_291,Male,19,38,760,6,Yes
1292,Customer_292,Male,37,48,577,8,No
1293,Customer_293,Male,45,60,720,8,Yes
1294,Customer_294,Female,28,63,995,2,No
1295,Customer_295,Female,21,86,814,4,No
1296,Customer_296,Female,32,118,1002,7,Yes
1297,Customer_297,Female,23,117,318,7,No
1298,Customer_298,Male,66,117,322,3,No
1299,Customer_299,Male,47,2,712,0,No
1300,Customer_300,Female,55,88,1353,0,No
1301,Customer_301,Male,68,72,407,3,No
1302,Customer_302,Male,19,11,1451,5,No
1303,Customer_303,Male,32,64,1434,7,Yes
1304,Customer_304,Female,28,77,435,5,No
1305,Customer_305,Female,25,81,661,8,No
1306,Customer_306,Male,43,72,428,8,No
1307,Customer_307,Female,68,21,814,1,No
1308,Customer_308,Female,62,18,748,0,Yes
1309,Customer_309,Female,61,94,1427,1,Yes
1310,Customer_310,Female,22,64,1173,4,No
1311,Customer_311,Female,23,82,772,3,No
1312,Customer_312,Male,43,110,1333,3,No
1313,Customer_313,Female,21,111,601,8,No
1314,Customer_314,Male,36,95,530,7,No
1315,Customer_315,Male,37,38,1222,5,Yes
1316,Customer_316,Female,50,32,1389,0,No
1317,Customer_317,Male,37,11,1236,1,No
1318,Customer_318,Male,66,45,411,5,No
1319,Customer_319,Male,29,89,1336,1,No
1320,Customer_320,Female,64,33,799,4,No
1321,Customer_321,Female,18,102,1231,4,No
1322,Customer_322,Male,43,41,897,5,No
1323,Customer_323,Female,31,8,533,5,No
1324,Customer_324,Female,55,11,901,5,No
1325,Customer_325,Female,54,86,613,1,No
1326,Customer_326,Female,28,51,865,2,No
1327,Customer_327,Male,53,88,1335,5,Yes
1328,Customer_328,Male,30,41,508,7,No
1329,Customer_329,Female,60,17,1337,0,No
1330,Customer_330,Female,20,76,1343,0,Yes
1331,Customer_331,Male,50,46,886,1,No
1332,Customer_332,Male,23,32,1314,5,No
1333,Customer_333,Female,67,79,1393,8,No
1334,Customer_334,Male,27,80,1424,3,No
1335,Customer_335,Female,22,54,997,2,No
1336,Customer_336,Female,40,86,431,7,No
1337,Customer_337,Male,27,92,1455,8,Yes
1338,Customer_338,Male,61,20,1343,4,No
1339,Customer_339,Female,19,33,835,8,No
1340,Customer_340,Female,30,74,1313,1,No
1341,Customer_341,Male,57,40,526,2,No
1342,Customer_342,Female,19,32,1477,6,No
1343,Customer_343,Male,37,114,1121,6,Yes
1344,Customer_344,Female,18,97,1170,5,No
1345,Customer_345,Male,54,2,704,5,No
1346,Customer_346,Male,26,97,501,1,Yes
1347,Customer_347,Male,34,33,337,5,Yes
1348,Customer_348,Female,26,105,1241,3,Yes
1349,Customer_349,Female,28,77,487,2,No
1350,Customer_350,Male,32,30,1380,1,Yes
1351,Customer_351,Female,41,33,1240,0,No
1352,Customer_352,Male,55,77,1343,4,No
1353,Customer_353,Male,52,116,572,1,No
1354,Customer_354,Female,47,26,1442,1,No
1355,Customer_355,Female,48,22,882,6,No
1356,Customer_356,Male,66,103,815,7,No
1357,Customer_357,Female,22,66,825,7,No
1358,Customer_358,Female,61,38,635,3,No
1359,Customer_359,Male,67,103,997,0,No
1360,Customer_360,Male,31,90,1378,6,No
1361,Customer_361,Female,70,46,799,0,No
1362,Customer_362,Male,28,114,1199,3,No
1363,Customer_363,Male,26,15,1065,7,Yes
1364,Customer_364,Female,51,98,835,1,Yes
1365,Customer_365,Male,29,106,461,5,No
1366,Customer_366,Male,52,119,893,5,No
1367,Customer_367,Female,52,44,458,8,No
1368,Customer_368,Female,18,49,359,4,No
1369,Customer_369,Male,57,104,1214,3,No
1370,Customer_370,Male,39,75,510,4,No
1371,Customer_371,Female,46,61,705,4,No
1372,Customer_372,Female,25,67,963,7,No
1373,Customer_373,Female,28,6,1432,7,No
1374,Customer_374,Female,58,9,1399,1,Yes
1375,Customer_375,Male,54,6,841,6,Yes
1376,Customer_376,Female,31,73,1297,7,Yes
1377,Customer_377,Female,47,103,1440,5,No
1378,Customer_378,Male,52,95,1226,4,No
1379,Customer_379,Female,38,32,1167,8,No
1380,Customer_380,Male,54,41,318,2,No
1381,Customer_381,Female,22,114,731,3,No
1382,Customer_382,Female,36,76,1039,8,No
1383,Customer_383,Female,31,8,482,5,No
1384,Customer_384,Male,43,72,412,7,No
1385,Customer_385,Male,21,50,780,6,No
1386,Customer_386,Female,42,92,1469,1,No
1387,Customer_387,Male,62,62,1130,2,No
1388,Customer_388,Male,59,84,1436,0,Yes
1389,Customer_389,Male,42,62,1062,8,Yes
1390,Customer_390,Male,35,111,775,6,No
1391,Customer_391,Male,57,7,1062,0,No
1392,Customer_392,Male,25,75,1270,2,No
1393,Customer_393,Female,56,84,1319,3,No
1394,Customer_394,Female,57,80,1441,3,No
1395,Customer_395,Male,31,4,460,4,No
1396,Customer_396,Female,49,6,700,2,No
1397,Customer_397,Female,68,58,497,2,No
1398,Customer_398,Female,55,22,959,0,No
1399,Customer_399,Female,50,26,1370,6,No
1400,Customer_400,Male,40,3,698,0,No
1401,Customer_401,Female,32,41,377,1,No
1402,Customer_402,Female,50,60,423,3,Yes
1403,Customer_403,Male,42,106,374,3,No
1404,Customer_404,Male,34,14,436,4,No
1405,Customer_405,Female,50,75,901,1,No
1406,Customer_406,Female,64,82,1136,3,No
1407,Customer_407,Female,19,118,799,0,No
1408,Customer_408,Female,31,12,437,1,Yes
1409,Customer_409,Female,70,87,349,0,No
1410,Customer_410,Female,57,12,1272,3,Yes
1411,Customer_411,Male,57,13,553,3,Yes
1412,Customer_412,Female,68,25,1009,6,No
1413,Customer_413,Female,56,45,862,8,No
1414,Customer_414,Male,68,115,1056,8,Yes
1415,Customer_415,Male,23,19,846,4,No
1416,Customer_416,Male,23,55,1221,0,No
1417,Customer_417,Male,20,110,880,0,No
1418,Customer_418,Female,24,100,348,5,Yes
1419,Customer_419,Female,68,45,1216,1,No
1420,Customer_420,Female,25,8,1397,7,Yes
1421,Customer_421,Female,59,93,1003,8,No
1422,Customer_422,Female,69,119,560,3,No
1423,Customer_423,Female,32,53,655,4,No
1424,Customer_424,Male,64,55,937,7,No
1425,Customer_425,Female,46,32,1042,2,No
1426,Customer_426,Male,50,51,1309,4,No
1427,Customer_427,Male,69,44,1230,2,No
1428,Customer_428,Female,47,82,940,2,Yes
1429,Customer_429,Male,56,70,1091,2,Yes
1430,Customer_430,Female,44,18,911,6,No
1431,Customer_431,Male,53,83,1108,6,No
1432,Customer_432,Female,46,22,985,6,Yes
1433,Customer_433,Male,55,37,487,7,No
1434,Customer_434,Female,50,96,1284,4,Yes
1435,Customer_435,Female,54,56,847,4,No
1436,Customer_436,Female,44,105,1024,3,No
1437,Customer_437,Female,50,59,1225,6,No
1438,Customer_438,Female,21,3,1175,3,No
1439,Customer_439,Male,39,28,917,1,No
1440,Customer_440,Male,19,74,713,3,No
1441,Customer_441,Male,27,115,1202,7,No
1442,Customer_442,Female,22,35,462,8,No
1443,Customer_443,Male,27,61,569,2,No
1444,Customer_444,Female,50,93,931,6,No
1445,Customer_445,Female,55,54,1205,8,Yes
1446,Customer_446,Male,30,63,504,3,No
1447,Customer_447,Male,48,79,881,2,No
1448,Customer_448,Female,64,97,1140,4,No
1449,Customer_449,Male,53,7,895,0,No
1450,Customer_450,Female,62,76,549,2,No
1451,Customer_451,Female,41,49,1174,7,No
1452,Customer_452,Female,69,94,495,7,No
1453,Customer_453,Female,32,85,989,3,No
1454,Customer_454,Female,46,31,1393,1,No
1455,Customer_455,Male,25,58,938,7,No
1456,Customer_456,Male,22,61,971,7,No
1457,Customer_457,Female,46,24,1471,3,Yes
1458,Customer_458,Female,64,20,1243,2,No
1459,Customer_459,Male,21,37,498,1,No
1460,Customer_460,Male,29,4,791,8,No
1461,Customer_461,Female,62,92,1195,0,Yes
1462,Customer_462,Male,19,108,441,6,No
1463,Customer_463,Female,44,20,464,4,No
1464,Customer_464,Male,48,60,613,7,Yes
1465,Customer_465,Female,68,24,320,3,No
1466,Customer_466,Male,68,50,1405,6,No
1467,Customer_467,Female,53,49,1454,4,No
1468,Customer_468,Male,53,51,1283,4,No
1469,Customer_469,Male,43,96,604,8,Yes
1470,Customer_470,Female,60,105,670,8,No
1471,Customer_471,Male,44,36,1152,8,Yes
1472,Customer_472,Female,22,117,683,5,No
1473,Customer_473,Male,37,98,744,5,No
1474,Customer_474,Female,28,100,724,4,No
1475,Customer_475,Male,27,66,460,8,Yes
1476,Customer_476,Female,57,79,928,7,No
1477,Customer_477,Male,55,34,1194,6,No
1478,Customer_478,Female,23,36,789,6,No
1479,Customer_479,Male,25,6,1316,5,No
1480,Customer_480,Female,40,39,626,4,No
1481,Customer_481,Female,64,42,897,3,No
1482,Customer_482,Female,43,115,1314,2,No
1483,Customer_483,Male,63,115,588,2,No
1484,Customer_484,Female,60,58,892,5,Yes
1485,Customer_485,Male,29,118,872,3,No
1486,Customer_486,Female,43,12,327,5,No
1487,Customer_487,Male,30,3,1253,2,No
1488,Customer_488,Female,57,109,342,3,No
1489,Customer_489,Male,35,18,722,8,Yes
1490,Customer_490,Male,42,40,476,4,No
1491,Customer_491,Female,50,21,828,6,Yes
1492,Customer_492,Male,64,15,1265,1,Yes
1493,Customer_493,Male,57,97,497,4,No
1494,Customer_494,Female,60,99,909,8,Yes
1495,Customer_495,Male,29,26,1141,2,No
1496,Customer_496,Male,61,8,1152,8,Yes
1497,Customer_497,Male,53,100,321,5,No
1498,Customer_498,Female,65,112,1435,3,No
1499,Customer_499,Male,21,94,1380,6,Yes
1500,Customer_500,Female,22,87,1389,7,No
1501,Customer_501,Male,54,42,1141,5,No
1502,Customer_502,Male,25,44,397,4,No
1503,Customer_503,Male,59,14,1467,5,Yes
1504,Customer_504,Female,66,78,734,4,No
1505,Customer_505,Male,45,2,936,7,No
1506,Customer_506,Male,48,119,1409,0,No
1507,Customer_507,Female,26,37,887,6,No
1508,Customer_508,Male,68,69,643,1,No
1509,Customer_509,Female,46,38,870,8,No
1510,Customer_510,Female,31,109,910,0,No
1511,Customer_511,Male,57,41,542,5,No
1512,Customer_512,Female,58,62,860,8,No
1513,Customer_513,Male,39,118,1259,0,No
1514,Customer_514,Female,28,60,331,3,No
1515,Customer_515,Female,40,111,690,3,No
1516,Customer_516,Male,18,14,576,8,Yes
1517,Customer_517,Female,63,120,831,4,No
1518,Customer_518,Female,54,103,1477,4,No
1519,Customer_519,Female,38,89,682,5,No
1520,Customer_520,Female,43,84,1391,0,No
1521,Customer_521,Female,63,2,1183,0,No
1522,Customer_522,Male,53,103,513,8,No
1523,Customer_523,Female,40,70,675,2,No
1524,Customer_524,Male,18,17,1043,3,No
1525,Customer_525,Female,68,89,512,0,No
1526,Customer_526,Male,57,28,378,8,No
1527,Customer_527,Male,32,66,927,7,No
1528,Customer_528,Female,38,35,903,1,No
1529,Customer_529,Female,64,101,1081,7,No
1530,Customer_530,Female,26,5,1300,6,Yes
1531,Customer_531,Male,70,65,979,5,No
1532,Customer_532,Female,26,40,357,0,Yes
1533,Customer_533,Male,27,76,1349,6,No
1534,Customer_534,Male,69,56,1180,6,No
1535,Customer_535,Male,70,36,746,8,No
1536,Customer_536,Female,43,45,365,0,No
1537,Customer_537,Female,58,23,1367,1,No
1538,Customer_538,Male,52,47,1420,8,No
1539,Customer_539,Male,69,31,1311,8,No
1540,Customer_540,Female,42,11,526,5,No
1541,Customer_541,Male,43,10,1073,5,No
1542,Customer_542,Female,28,67,978,3,No
1543,Customer_543,Male,55,118,900,3,No
1544,Customer_544,Female,19,14,678,4,No
1545,Customer_545,Male,24,80,1008,2,Yes
1546,Customer_546,Female,35,74,606,0,No
1547,Customer_547,Male,44,93,1078,0,No
1548,Customer_548,Female,51,10,803,6,No
1549,Customer_549,Female,44,76,567,0,No
1550,Customer_550,Male,34,94,307,0,No
1551,Customer_551,Male,60,105,807,2,No
1552,Customer_552,Female,61,1,775,3,No
1553,Customer_553,Male,68,5,463,3,No
1554,Customer_554,Female,41,20,784,1,No
1555,Customer_555,Male,42,8,1395,0,No
1556,Customer_556,Female,24,43,866,2,No
1557,Customer_557,Female,69,76,1204,3,Yes
1558,Customer_558,Female,23,1,858,2,No
1559,Customer_559,Female,70,57,537,7,No
1560,Customer_560,Female,41,64,1427,0,No
1561,Customer_561,Female,50,118,853,1,No
1562,Customer_562,Male,66,84,1127,6,Yes
1563,Customer_563,Male,46,28,767,3,No
1564,Customer_564,Male,60,107,685,7,Yes
1565,Customer_565,Female,39,37,1074,2,Yes
1566,Customer_566,Female,43,47,1147,5,No
1567,Customer_567,Female,45,101,686,8,No
1568,Customer_568,Female,67,76,1176,0,Yes
1569,Customer_569,Male,38,37,558,0,No
1570,Customer_570,Male,66,49,582,7,Yes
1571,Customer_571,Female,24,113,339,2,No
1572,Customer_572,Male,34,120,785,4,No
1573,Customer_573,Male,37,44,1228,0,Yes
1574,Customer_574,Female,58,56,519,4,No
1575,Customer_575,Male,66,28,1452,5,No
1576,Customer_576,Female,37,111,1314,7,No
1577,Customer_577,Male,39,79,1323,2,No
1578,Customer_578,Female,45,6,912,2,Yes
1579,Customer_579,Female,57,108,1227,8,Yes
1580,Customer_580,Female,66,61,987,3,No
1581,Customer_581,Female,24,20,912,3,No
1582,Customer_582,Male,18,114,559,6,Yes
1583,Customer_583,Female,49,78,1289,1,No
1584,Customer_584,Female,30,2,1265,7,Yes
1585,Customer_585,Female,47,73,665,5,No
1586,Customer_586,Male,40,37,843,2,No
1587,Customer_587,Female,68,20,948,8,Yes
1588,Customer_588,Male,36,26,1113,4,No
1589,Customer_589,Female,49,29,1339,7,No
1590,Customer_590,Male,47,1,1452,6,No
1591,Customer_591,Male,46,119,874,7,No
1592,Customer_592,Female,66,35,1432,6,Yes
1593,Customer_593,Male,62,70,1312,2,No
1594,Customer_594,Female,46,101,969,1,No
1595,Customer_595,Female,47,117,568,6,No
1596,Customer_596,Female,33,59,1485,2,No
1597,Customer_597,Male,57,69,1223,2,No
1598,Customer_598,Male,36,33,1425,1,Yes
1599,Customer_599,Female,35,113,546,3,No
1600,Customer_600,Female,18,51,430,7,No
1601,Customer_601,Male,31,78,652,0,No
1602,Customer_602,Female,68,12,495,0,No
1603,Customer_603,Female,64,106,1229,4,Yes
1604,Customer_604,Female,67,20,1321,4,No
1605,Customer_605,Male,19,53,944,0,No
1606,Customer_606,Male,45,114,526,5,Yes
1607,Customer_607,Male,66,88,1000,0,No
1608,Customer_608,Female,67,43,564,4,No
1609,Customer_609,Female,47,98,945,8,No
1610,Customer_610,Female,55,89,510,4,Yes
